lon,lat,dep,Vs
-110.10,39.00,4,3.43
-110.10,39.00,5,3.43
-110.10,39.20,0,2.26
-110.10,39.20,1,2.93
-110.10,39.20,2,2.93
-110.10,39.20,3,2.93
-110.10,39.20,4,3.39
-110.10,39.20,5,3.39
-110.10,39.40,0,2.30
-110.10,39.40,1,2.86
-110.10,39.40,2,2.86
-110.10,39.40,3,2.86
-110.10,39.40,4,3.31
-110.10,39.40,5,3.31
-110.10,39.60,0,2.30
-110.10,39.60,1,2.80
-110.10,39.60,2,2.80
-110.10,39.60,3,2.80
-110.10,39.60,4,3.23
-110.10,39.60,5,3.23
-110.10,39.80,0,2.33
-110.10,39.80,1,2.72
-110.10,39.80,2,2.72
-110.10,39.80,3,2.72
-110.10,39.80,4,3.15
-110.10,39.80,5,3.15
-110.10,40.00,0,2.32
-110.10,40.00,1,2.66
-110.10,40.00,2,2.66
-110.10,40.00,3,2.66
-110.10,40.00,4,3.09
-110.10,40.00,5,3.09
-110.10,40.20,0,2.28
-110.10,40.20,1,2.61
-110.10,40.20,2,2.61
-110.10,40.20,3,2.61
-110.10,40.20,4,3.06
-110.10,40.20,5,3.06
-110.10,40.40,0,2.16
-110.10,40.40,1,2.63
-110.10,40.40,2,2.63
-110.10,40.40,3,2.63
-110.10,40.40,4,3.06
-110.10,40.40,5,3.06
-110.10,40.60,0,2.06
-110.10,40.60,1,2.58
-110.10,40.60,2,2.58
-110.10,40.60,3,2.58
-110.10,40.60,4,3.08
-110.10,40.60,5,3.08
-110.10,40.80,0,1.94
-110.10,40.80,1,2.56
-110.10,40.80,2,2.56
-110.10,40.80,3,2.56
-110.10,40.80,4,3.10
-110.10,40.80,5,3.10
-110.10,41.00,0,1.77
-110.10,41.00,1,2.55
-110.10,41.00,2,2.55
-110.10,41.00,3,2.55
-110.10,41.00,4,3.11
-110.10,41.00,5,3.11
-110.10,41.20,0,1.76
-110.10,41.20,1,2.45
-110.10,41.20,2,2.45
-110.10,41.20,3,2.45
-110.10,41.20,4,3.13
-110.10,41.20,5,3.13
-110.10,41.40,0,1.71
-110.10,41.40,1,2.43
-110.10,41.40,2,2.43
-110.10,41.40,3,2.43
-110.10,41.40,4,3.14
-110.10,41.40,5,3.14
-110.10,41.60,0,1.74
-110.10,41.60,1,2.35
-110.10,41.60,2,2.35
-110.10,41.60,3,2.35
-110.10,41.60,4,3.14
-110.10,41.60,5,3.14
-110.10,41.80,0,1.78
-110.10,41.80,1,2.34
-110.10,41.80,2,2.34
-110.10,41.80,3,2.34
-110.10,41.80,4,3.14
-110.10,41.80,5,3.14
-109.90,37.20,0,2.53
-109.90,37.20,1,3.05
-109.90,37.20,2,3.05
-109.90,37.20,3,3.05
-109.90,37.20,4,3.48
-109.90,37.20,5,3.48
-109.90,37.40,0,2.48
-109.90,37.40,1,3.05
-109.90,37.40,2,3.05
-109.90,37.40,3,3.05
-109.90,37.40,4,3.48
-109.90,37.40,5,3.48
-109.90,37.60,0,2.33
-109.90,37.60,1,3.09
-109.90,37.60,2,3.09
-109.90,37.60,3,3.09
-109.90,37.60,4,3.47
-109.90,37.60,5,3.47
-109.90,37.80,0,2.20
-109.90,37.80,1,3.04
-109.90,37.80,2,3.04
-109.90,37.80,3,3.04
-109.90,37.80,4,3.49
-109.90,37.80,5,3.49
-109.90,38.00,0,2.09
-109.90,38.00,1,3.01
-109.90,38.00,2,3.01
-109.90,38.00,3,3.01
-109.90,38.00,4,3.50
-109.90,38.00,5,3.50
-109.90,38.20,0,2.07
-109.90,38.20,1,2.96
-109.90,38.20,2,2.96
-109.90,38.20,3,2.96
-109.90,38.20,4,3.51
-109.90,38.20,5,3.51
-109.90,38.40,0,2.08
-109.90,38.40,1,2.97
-109.90,38.40,2,2.97
-109.90,38.40,3,2.97
-109.90,38.40,4,3.50
-109.90,38.40,5,3.50
-109.90,38.60,0,2.13
-109.90,38.60,1,2.97
-109.90,38.60,2,2.97
-109.90,38.60,3,2.97
-109.90,38.60,4,3.48
-109.90,38.60,5,3.48
-109.90,38.80,0,2.20
-109.90,38.80,1,2.96
-109.90,38.80,2,2.96
-109.90,38.80,3,2.96
-109.90,38.80,4,3.46
-109.90,38.80,5,3.46
-109.90,39.00,0,2.23
-109.90,39.00,1,2.96
-109.90,39.00,2,2.96
-109.90,39.00,3,2.96
-109.90,39.00,4,3.42
-109.90,39.00,5,3.42
-109.90,39.20,0,2.25
-109.90,39.20,1,2.93
-109.90,39.20,2,2.93
-109.90,39.20,3,2.93
-109.90,39.20,4,3.38
-109.90,39.20,5,3.38
-109.90,39.40,0,2.28
-109.90,39.40,1,2.87
-109.90,39.40,2,2.87
-109.90,39.40,3,2.87
-109.90,39.40,4,3.31
-109.90,39.40,5,3.31
-109.90,39.60,0,2.27
-109.90,39.60,1,2.79
-109.90,39.60,2,2.79
-109.90,39.60,3,2.79
-109.90,39.60,4,3.25
-109.90,39.60,5,3.25
-109.90,39.80,0,2.27
-109.90,39.80,1,2.71
-109.90,39.80,2,2.71
-109.90,39.80,3,2.71
-109.90,39.80,4,3.19
-109.90,39.80,5,3.19
-109.90,40.00,0,2.27
-109.90,40.00,1,2.65
-109.90,40.00,2,2.65
-109.90,40.00,3,2.65
-109.90,40.00,4,3.13
-109.90,40.00,5,3.13
-109.90,40.20,0,2.27
-109.90,40.20,1,2.62
-109.90,40.20,2,2.62
-109.90,40.20,3,2.62
-109.90,40.20,4,3.09
-109.90,40.20,5,3.09
-109.90,40.40,0,2.18
-109.90,40.40,1,2.68
-109.90,40.40,2,2.68
-109.90,40.40,3,2.68
-109.90,40.40,4,3.08
-109.90,40.40,5,3.08
-109.90,40.60,0,2.13
-109.90,40.60,1,2.66
-109.90,40.60,2,2.66
-109.90,40.60,3,2.66
-109.90,40.60,4,3.09
-109.90,40.60,5,3.09
-109.90,40.80,0,2.05
-109.90,40.80,1,2.65
-109.90,40.80,2,2.65
-109.90,40.80,3,2.65
-109.90,40.80,4,3.09
-109.90,40.80,5,3.09
-109.90,41.00,0,1.94
-109.90,41.00,1,2.58
-109.90,41.00,2,2.58
-109.90,41.00,3,2.58
-109.90,41.00,4,3.11
-109.90,41.00,5,3.11
-109.90,41.20,0,1.87
-109.90,41.20,1,2.52
-109.90,41.20,2,2.52
-109.90,41.20,3,2.52
-109.90,41.20,4,3.12
-109.90,41.20,5,3.12
-109.90,41.40,0,1.79
-109.90,41.40,1,2.47
-109.90,41.40,2,2.47
-109.90,41.40,3,2.47
-109.90,41.40,4,3.12
-109.90,41.40,5,3.12
-109.90,41.60,0,1.80
-109.90,41.60,1,2.34
-109.90,41.60,2,2.34
-109.90,41.60,3,2.34
-109.90,41.60,4,3.12
-109.90,41.60,5,3.12
-109.90,41.80,0,1.84
-109.90,41.80,1,2.28
-109.90,41.80,2,2.28
-109.90,41.80,3,2.28
-109.90,41.80,4,3.12
-109.90,41.80,5,3.12
-109.70,37.20,0,2.54
-109.70,37.20,1,3.06
-109.70,37.20,2,3.06
-109.70,37.20,3,3.06
-109.70,37.20,4,3.47
-109.70,37.20,5,3.47
-109.70,37.40,0,2.53
-109.70,37.40,1,3.03
-109.70,37.40,2,3.03
-109.70,37.40,3,3.03
-109.70,37.40,4,3.47
-109.70,37.40,5,3.47
-109.70,37.60,0,2.30
-109.70,37.60,1,3.07
-109.70,37.60,2,3.07
-109.70,37.60,3,3.07
-109.70,37.60,4,3.46
-109.70,37.60,5,3.46
-109.70,37.80,0,2.18
-109.70,37.80,1,3.03
-109.70,37.80,2,3.03
-109.70,37.80,3,3.03
-109.70,37.80,4,3.47
-109.70,37.80,5,3.47
-109.70,38.00,0,2.07
-109.70,38.00,1,3.00
-109.70,38.00,2,3.00
-109.70,38.00,3,3.00
-109.70,38.00,4,3.48
-109.70,38.00,5,3.48
-109.70,38.20,0,2.05
-109.70,38.20,1,2.94
-109.70,38.20,2,2.94
-109.70,38.20,3,2.94
-109.70,38.20,4,3.49
-109.70,38.20,5,3.49
-109.70,38.40,0,2.08
-109.70,38.40,1,2.93
-109.70,38.40,2,2.93
-109.70,38.40,3,2.93
-109.70,38.40,4,3.48
-109.70,38.40,5,3.48
-109.70,38.60,0,2.12
-109.70,38.60,1,2.94
-109.70,38.60,2,2.94
-109.70,38.60,3,2.94
-109.70,38.60,4,3.47
-109.70,38.60,5,3.47
-109.70,38.80,0,2.21
-109.70,38.80,1,2.92
-109.70,38.80,2,2.92
-109.70,38.80,3,2.92
-109.70,38.80,4,3.46
-109.70,38.80,5,3.46
-109.70,39.00,0,2.21
-109.70,39.00,1,2.94
-109.70,39.00,2,2.94
-109.70,39.00,3,2.94
-109.70,39.00,4,3.42
-109.70,39.00,5,3.42
-109.70,39.20,0,2.25
-109.70,39.20,1,2.90
-109.70,39.20,2,2.90
-109.70,39.20,3,2.90
-109.70,39.20,4,3.39
-109.70,39.20,5,3.39
-109.70,39.40,0,2.28
-109.70,39.40,1,2.85
-109.70,39.40,2,2.85
-109.70,39.40,3,2.85
-109.70,39.40,4,3.34
-109.70,39.40,5,3.34
-109.70,39.60,0,2.21
-109.70,39.60,1,2.77
-109.70,39.60,2,2.77
-109.70,39.60,3,2.77
-109.70,39.60,4,3.29
-109.70,39.60,5,3.29
-109.70,39.80,0,2.16
-109.70,39.80,1,2.70
-109.70,39.80,2,2.70
-109.70,39.80,3,2.70
-109.70,39.80,4,3.24
-109.70,39.80,5,3.24
-109.70,40.00,0,2.17
-109.70,40.00,1,2.64
-109.70,40.00,2,2.64
-109.70,40.00,3,2.64
-109.70,40.00,4,3.18
-109.70,40.00,5,3.18
-109.70,40.20,0,2.13
-109.70,40.20,1,2.68
-109.70,40.20,2,2.68
-109.70,40.20,3,2.68
-109.70,40.20,4,3.14
-109.70,40.20,5,3.14
-109.70,40.40,0,2.13
-109.70,40.40,1,2.71
-109.70,40.40,2,2.71
-109.70,40.40,3,2.71
-109.70,40.40,4,3.12
-109.70,40.40,5,3.12
-109.70,40.60,0,2.13
-109.70,40.60,1,2.70
-109.70,40.60,2,2.70
-109.70,40.60,3,2.70
-109.70,40.60,4,3.11
-109.70,40.60,5,3.11
-109.70,40.80,0,2.06
-109.70,40.80,1,2.72
-109.70,40.80,2,2.72
-109.70,40.80,3,2.72
-109.70,40.80,4,3.10
-109.70,40.80,5,3.10
-109.70,41.00,0,2.01
-109.70,41.00,1,2.67
-109.70,41.00,2,2.67
-109.70,41.00,3,2.67
-109.70,41.00,4,3.11
-109.70,41.00,5,3.11
-109.70,41.20,0,1.95
-109.70,41.20,1,2.58
-109.70,41.20,2,2.58
-109.70,41.20,3,2.58
-109.70,41.20,4,3.12
-109.70,41.20,5,3.12
-109.70,41.40,0,1.89
-109.70,41.40,1,2.48
-109.70,41.40,2,2.48
-109.70,41.40,3,2.48
-109.70,41.40,4,3.12
-109.70,41.40,5,3.12
-109.70,41.60,0,1.86
-109.70,41.60,1,2.38
-109.70,41.60,2,2.38
-109.70,41.60,3,2.38
-109.70,41.60,4,3.12
-109.70,41.60,5,3.12
-109.70,41.80,0,1.92
-109.70,41.80,1,2.23
-109.70,41.80,2,2.23
-109.70,41.80,3,2.23
-109.70,41.80,4,3.12
-109.70,41.80,5,3.12
-109.50,37.20,0,2.38
-109.50,37.20,1,3.10
-109.50,37.20,2,3.10
-109.50,37.20,3,3.10
-109.50,37.20,4,3.45
-109.50,37.20,5,3.45
-109.50,37.40,0,2.39
-109.50,37.40,1,3.03
-109.50,37.40,2,3.03
-109.50,37.40,3,3.03
-109.50,37.40,4,3.46
-109.50,37.40,5,3.46
-109.50,37.60,0,2.23
-109.50,37.60,1,3.03
-109.50,37.60,2,3.03
-109.50,37.60,3,3.03
-109.50,37.60,4,3.47
-109.50,37.60,5,3.47
-109.50,37.80,0,2.11
-109.50,37.80,1,3.01
-109.50,37.80,2,3.01
-109.50,37.80,3,3.01
-109.50,37.80,4,3.47
-109.50,37.80,5,3.47
-109.50,38.00,0,2.07
-109.50,38.00,1,2.95
-109.50,38.00,2,2.95
-109.50,38.00,3,2.95
-109.50,38.00,4,3.48
-109.50,38.00,5,3.48
-109.50,38.20,0,2.03
-109.50,38.20,1,2.90
-109.50,38.20,2,2.90
-109.50,38.20,3,2.90
-109.50,38.20,4,3.49
-109.50,38.20,5,3.49
-109.50,38.40,0,2.07
-109.50,38.40,1,2.88
-109.50,38.40,2,2.88
-109.50,38.40,3,2.88
-109.50,38.40,4,3.48
-109.50,38.40,5,3.48
-109.50,38.60,0,2.12
-109.50,38.60,1,2.90
-109.50,38.60,2,2.90
-109.50,38.60,3,2.90
-109.50,38.60,4,3.47
-109.50,38.60,5,3.47
-109.50,38.80,0,2.18
-109.50,38.80,1,2.91
-109.50,38.80,2,2.91
-109.50,38.80,3,2.91
-109.50,38.80,4,3.45
-109.50,38.80,5,3.45
-109.50,39.00,0,2.20
-109.50,39.00,1,2.91
-109.50,39.00,2,2.91
-109.50,39.00,3,2.91
-109.50,39.00,4,3.43
-109.50,39.00,5,3.43
-109.50,39.20,0,2.22
-109.50,39.20,1,2.90
-109.50,39.20,2,2.90
-109.50,39.20,3,2.90
-109.50,39.20,4,3.40
-109.50,39.20,5,3.40
-109.50,39.40,0,2.21
-109.50,39.40,1,2.85
-109.50,39.40,2,2.85
-109.50,39.40,3,2.85
-109.50,39.40,4,3.37
-109.50,39.40,5,3.37
-109.50,39.60,0,2.15
-109.50,39.60,1,2.76
-109.50,39.60,2,2.76
-109.50,39.60,3,2.76
-109.50,39.60,4,3.33
-109.50,39.60,5,3.33
-109.50,39.80,0,2.09
-109.50,39.80,1,2.68
-109.50,39.80,2,2.68
-109.50,39.80,3,2.68
-109.50,39.80,4,3.28
-109.50,39.80,5,3.28
-109.50,40.00,0,2.05
-109.50,40.00,1,2.64
-109.50,40.00,2,2.64
-109.50,40.00,3,2.64
-109.50,40.00,4,3.24
-109.50,40.00,5,3.24
-109.50,40.20,0,2.03
-109.50,40.20,1,2.67
-109.50,40.20,2,2.67
-109.50,40.20,3,2.67
-109.50,40.20,4,3.19
-109.50,40.20,5,3.19
-109.50,40.40,0,2.04
-109.50,40.40,1,2.72
-109.50,40.40,2,2.72
-109.50,40.40,3,2.72
-109.50,40.40,4,3.17
-109.50,40.40,5,3.17
-109.50,40.60,0,2.04
-109.50,40.60,1,2.76
-109.50,40.60,2,2.76
-109.50,40.60,3,2.76
-109.50,40.60,4,3.14
-109.50,40.60,5,3.14
-109.50,40.80,0,2.02
-109.50,40.80,1,2.76
-109.50,40.80,2,2.76
-109.50,40.80,3,2.76
-109.50,40.80,4,3.14
-109.50,40.80,5,3.14
-109.50,41.00,0,1.99
-109.50,41.00,1,2.75
-109.50,41.00,2,2.75
-109.50,41.00,3,2.75
-109.50,41.00,4,3.13
-109.50,41.00,5,3.13
-109.50,41.20,0,1.96
-109.50,41.20,1,2.64
-109.50,41.20,2,2.64
-109.50,41.20,3,2.64
-109.50,41.20,4,3.13
-109.50,41.20,5,3.13
-109.50,41.40,0,1.92
-109.50,41.40,1,2.55
-109.50,41.40,2,2.55
-109.50,41.40,3,2.55
-109.50,41.40,4,3.12
-109.50,41.40,5,3.12
-109.50,41.60,0,1.89
-109.50,41.60,1,2.44
-109.50,41.60,2,2.44
-109.50,41.60,3,2.44
-109.50,41.60,4,3.11
-109.50,41.60,5,3.11
-109.50,41.80,0,1.96
-109.50,41.80,1,2.30
-109.50,41.80,2,2.30
-109.50,41.80,3,2.30
-109.50,41.80,4,3.11
-109.50,41.80,5,3.11
-109.30,37.20,0,2.30
-109.30,37.20,1,3.06
-109.30,37.20,2,3.06
-109.30,37.20,3,3.06
-109.30,37.20,4,3.46
-109.30,37.20,5,3.46
-109.30,37.40,0,2.26
-109.30,37.40,1,3.00
-109.30,37.40,2,3.00
-109.30,37.40,3,3.00
-109.30,37.40,4,3.47
-109.30,37.40,5,3.47
-109.30,37.60,0,2.19
-109.30,37.60,1,2.97
-109.30,37.60,2,2.97
-109.30,37.60,3,2.97
-109.30,37.60,4,3.48
-109.30,37.60,5,3.48
-109.30,37.80,0,2.13
-109.30,37.80,1,2.95
-109.30,37.80,2,2.95
-109.30,37.80,3,2.95
-109.30,37.80,4,3.48
-109.30,37.80,5,3.48
-109.30,38.00,0,2.11
-109.30,38.00,1,2.90
-109.30,38.00,2,2.90
-109.30,38.00,3,2.90
-109.30,38.00,4,3.49
-109.30,38.00,5,3.49
-109.30,38.20,0,2.07
-109.30,38.20,1,2.89
-109.30,38.20,2,2.89
-109.30,38.20,3,2.89
-109.30,38.20,4,3.49
-109.30,38.20,5,3.49
-109.30,38.40,0,2.10
-109.30,38.40,1,2.86
-109.30,38.40,2,2.86
-109.30,38.40,3,2.86
-109.30,38.40,4,3.49
-109.30,38.40,5,3.49
-109.30,38.60,0,2.14
-109.30,38.60,1,2.89
-109.30,38.60,2,2.89
-109.30,38.60,3,2.89
-109.30,38.60,4,3.48
-109.30,38.60,5,3.48
-109.30,38.80,0,2.18
-109.30,38.80,1,2.90
-109.30,38.80,2,2.90
-109.30,38.80,3,2.90
-109.30,38.80,4,3.47
-109.30,38.80,5,3.47
-109.30,39.00,0,2.24
-109.30,39.00,1,2.87
-109.30,39.00,2,2.87
-109.30,39.00,3,2.87
-109.30,39.00,4,3.47
-109.30,39.00,5,3.47
-109.30,39.20,0,2.15
-109.30,39.20,1,2.92
-109.30,39.20,2,2.92
-109.30,39.20,3,2.92
-109.30,39.20,4,3.42
-109.30,39.20,5,3.42
-109.30,39.40,0,2.10
-109.30,39.40,1,2.84
-109.30,39.40,2,2.84
-109.30,39.40,3,2.84
-109.30,39.40,4,3.40
-109.30,39.40,5,3.40
-109.30,39.60,0,2.05
-109.30,39.60,1,2.73
-109.30,39.60,2,2.73
-109.30,39.60,3,2.73
-109.30,39.60,4,3.37
-109.30,39.60,5,3.37
-109.30,39.80,0,2.00
-109.30,39.80,1,2.65
-109.30,39.80,2,2.65
-109.30,39.80,3,2.65
-109.30,39.80,4,3.33
-109.30,39.80,5,3.33
-109.30,40.00,0,1.96
-109.30,40.00,1,2.59
-109.30,40.00,2,2.59
-109.30,40.00,3,2.59
-109.30,40.00,4,3.29
-109.30,40.00,5,3.29
-109.30,40.20,0,1.96
-109.30,40.20,1,2.63
-109.30,40.20,2,2.63
-109.30,40.20,3,2.63
-109.30,40.20,4,3.25
-109.30,40.20,5,3.25
-109.30,40.40,0,1.97
-109.30,40.40,1,2.68
-109.30,40.40,2,2.68
-109.30,40.40,3,2.68
-109.30,40.40,4,3.22
-109.30,40.40,5,3.22
-109.30,40.60,0,1.97
-109.30,40.60,1,2.73
-109.30,40.60,2,2.73
-109.30,40.60,3,2.73
-109.30,40.60,4,3.18
-109.30,40.60,5,3.18
-109.30,40.80,0,1.97
-109.30,40.80,1,2.76
-109.30,40.80,2,2.76
-109.30,40.80,3,2.76
-109.30,40.80,4,3.16
-109.30,40.80,5,3.16
-109.30,41.00,0,1.95
-109.30,41.00,1,2.75
-109.30,41.00,2,2.75
-109.30,41.00,3,2.75
-109.30,41.00,4,3.16
-109.30,41.00,5,3.16
-109.30,41.20,0,1.95
-109.30,41.20,1,2.70
-109.30,41.20,2,2.70
-109.30,41.20,3,2.70
-109.30,41.20,4,3.14
-109.30,41.20,5,3.14
-109.30,41.40,0,1.93
-109.30,41.40,1,2.60
-109.30,41.40,2,2.60
-109.30,41.40,3,2.60
-109.30,41.40,4,3.12
-109.30,41.40,5,3.12
-109.30,41.60,0,1.90
-109.30,41.60,1,2.50
-109.30,41.60,2,2.50
-109.30,41.60,3,2.50
-109.30,41.60,4,3.11
-109.30,41.60,5,3.11
-109.30,41.80,0,1.95
-109.30,41.80,1,2.38
-109.30,41.80,2,2.38
-109.30,41.80,3,2.38
-109.30,41.80,4,3.10
-109.30,41.80,5,3.10
-109.10,37.20,0,2.23
-109.10,37.20,1,2.99
-109.10,37.20,2,2.99
-109.10,37.20,3,2.99
-109.10,37.20,4,3.47
-109.10,37.20,5,3.47
-109.10,37.40,0,2.20
-109.10,37.40,1,2.94
-109.10,37.40,2,2.94
-109.10,37.40,3,2.94
-109.10,37.40,4,3.48
-109.10,37.40,5,3.48
-109.10,37.60,0,2.18
-109.10,37.60,1,2.93
-109.10,37.60,2,2.93
-109.10,37.60,3,2.93
-109.10,37.60,4,3.48
-109.10,37.60,5,3.48
-109.10,37.80,0,2.14
-109.10,37.80,1,2.93
-109.10,37.80,2,2.93
-109.10,37.80,3,2.93
-109.10,37.80,4,3.47
-109.10,37.80,5,3.47
-109.10,38.00,0,2.13
-109.10,38.00,1,2.90
-109.10,38.00,2,2.90
-109.10,38.00,3,2.90
-109.10,38.00,4,3.48
-109.10,38.00,5,3.48
-109.10,38.20,0,2.14
-109.10,38.20,1,2.91
-109.10,38.20,2,2.91
-109.10,38.20,3,2.91
-109.10,38.20,4,3.47
-109.10,38.20,5,3.47
-109.10,38.40,0,2.16
-109.10,38.40,1,2.89
-109.10,38.40,2,2.89
-109.10,38.40,3,2.89
-109.10,38.40,4,3.48
-109.10,38.40,5,3.48
-109.10,38.60,0,2.17
-109.10,38.60,1,2.92
-109.10,38.60,2,2.92
-109.10,38.60,3,2.92
-109.10,38.60,4,3.48
-109.10,38.60,5,3.48
-109.10,38.80,0,2.21
-109.10,38.80,1,2.89
-109.10,38.80,2,2.89
-109.10,38.80,3,2.89
-109.10,38.80,4,3.49
-109.10,38.80,5,3.49
-109.10,39.00,0,2.24
-109.10,39.00,1,2.85
-109.10,39.00,2,2.85
-109.10,39.00,3,2.85
-109.10,39.00,4,3.50
-109.10,39.00,5,3.50
-109.10,39.20,0,2.13
-109.10,39.20,1,2.90
-109.10,39.20,2,2.90
-109.10,39.20,3,2.90
-109.10,39.20,4,3.45
-109.10,39.20,5,3.45
-109.10,39.40,0,2.07
-109.10,39.40,1,2.81
-109.10,39.40,2,2.81
-109.10,39.40,3,2.81
-109.10,39.40,4,3.43
-109.10,39.40,5,3.43
-109.10,39.60,0,2.00
-109.10,39.60,1,2.68
-109.10,39.60,2,2.68
-109.10,39.60,3,2.68
-109.10,39.60,4,3.41
-109.10,39.60,5,3.41
-109.10,39.80,0,1.93
-109.10,39.80,1,2.59
-109.10,39.80,2,2.59
-109.10,39.80,3,2.59
-109.10,39.80,4,3.36
-109.10,39.80,5,3.36
-109.10,40.00,0,1.87
-109.10,40.00,1,2.52
-109.10,40.00,2,2.52
-109.10,40.00,3,2.52
-109.10,40.00,4,3.32
-109.10,40.00,5,3.32
-109.10,40.20,0,1.87
-109.10,40.20,1,2.53
-109.10,40.20,2,2.53
-109.10,40.20,3,2.53
-109.10,40.20,4,3.29
-109.10,40.20,5,3.29
-109.10,40.40,0,1.88
-109.10,40.40,1,2.57
-109.10,40.40,2,2.57
-109.10,40.40,3,2.57
-109.10,40.40,4,3.26
-109.10,40.40,5,3.26
-109.10,40.60,0,1.91
-109.10,40.60,1,2.61
-109.10,40.60,2,2.61
-109.10,40.60,3,2.61
-109.10,40.60,4,3.22
-109.10,40.60,5,3.22
-109.10,40.80,0,1.92
-109.10,40.80,1,2.68
-109.10,40.80,2,2.68
-109.10,40.80,3,2.68
-109.10,40.80,4,3.19
-109.10,40.80,5,3.19
-109.10,41.00,0,1.92
-109.10,41.00,1,2.67
-109.10,41.00,2,2.67
-109.10,41.00,3,2.67
-109.10,41.00,4,3.17
-109.10,41.00,5,3.17
-109.10,41.20,0,1.92
-109.10,41.20,1,2.66
-109.10,41.20,2,2.66
-109.10,41.20,3,2.66
-109.10,41.20,4,3.14
-109.10,41.20,5,3.14
-109.10,41.40,0,1.92
-109.10,41.40,1,2.59
-109.10,41.40,2,2.59
-109.10,41.40,3,2.59
-109.10,41.40,4,3.12
-109.10,41.40,5,3.12
-109.10,41.60,0,1.91
-109.10,41.60,1,2.52
-109.10,41.60,2,2.52
-109.10,41.60,3,2.52
-109.10,41.60,4,3.11
-109.10,41.60,5,3.11
-109.10,41.80,0,1.94
-109.10,41.80,1,2.41
-109.10,41.80,2,2.41
-109.10,41.80,3,2.41
-109.10,41.80,4,3.10
-109.10,41.80,5,3.10
